approvedSymbol,Druggable Family,ENSG
MAGEB4,No,ENSG00000120289
CENPL,No,ENSG00000120334
FAM117A,No,ENSG00000121104
TREM1,No,ENSG00000124731
CAPNS1,Yes,ENSG00000126247
AAMP,No,ENSG00000127837
APOC1,No,ENSG00000130208
MNX1,No,ENSG00000130675
IDO1,Yes,ENSG00000131203
KREMEN2,No,ENSG00000131650
VSTM2L,No,ENSG00000132821
FBXO44,No,ENSG00000132879
DOCK2,No,ENSG00000134516
ESPL1,No,ENSG00000135476
TTC5,No,ENSG00000136319
DCTN3,No,ENSG00000137100
FKBP10,Yes,ENSG00000141756
PRDM8,No,ENSG00000152784
ZNF599,No,ENSG00000153896
GOLGA7B,No,ENSG00000155265
GPR61,Yes,ENSG00000156097
KCNE2,No,ENSG00000159197
CRYBA2,No,ENSG00000163499
HEYL,No,ENSG00000163909
KCNK5,Yes,ENSG00000164626
CXorf58,No,ENSG00000165182
NOL6,No,ENSG00000165271
AMN,No,ENSG00000166126
LARP6,No,ENSG00000166173
MSS51,No,ENSG00000166343
MAP1A,No,ENSG00000166963
TRUB2,No,ENSG00000167112
C19orf33,No,ENSG00000167644
GLOD4,No,ENSG00000167699
NUDT8,No,ENSG00000167799
USP50,No,ENSG00000170236
BCL2L1,Yes,ENSG00000171552
CXXC5,No,ENSG00000171604
MANEA,No,ENSG00000172469
CNIH2,No,ENSG00000174871
RBIS,No,ENSG00000176731
RPLP2,No,ENSG00000177600
C2orf69,No,ENSG00000178074
DCTPP1,No,ENSG00000179958
SAGE1,No,ENSG00000181433
UBA7,No,ENSG00000182179
TRAK1,No,ENSG00000182606
SLC35D3,No,ENSG00000182747
PKP3,No,ENSG00000184363
CYP4F8,No,ENSG00000186526
HELT,No,ENSG00000187821
NUTM2B,No,ENSG00000188199
MYBPC1,No,ENSG00000196091
PCBP2,No,ENSG00000197111
AVPR1B,Yes,ENSG00000198049
GLMP,No,ENSG00000198715
RPL10A,No,ENSG00000198755
ECT2L,No,ENSG00000203734
TMEM235,No,ENSG00000204278
AGER,No,ENSG00000204305
MRPL53,No,ENSG00000204822
KRT81,No,ENSG00000205426
C2CD4B,No,ENSG00000205502
DEFB116,No,ENSG00000215545
DYNLL2,No,ENSG00000264364
NCBP2AS2,No,ENSG00000270170
POM121C,No,ENSG00000272391
ZNF229,No,ENSG00000278318
PHLDB1,No,ENSG00000019144
ATP6V0A1,No,ENSG00000033627
C12orf4,No,ENSG00000047621
PITHD1,No,ENSG00000057757
STYK1,Yes,ENSG00000060140
PANX2,No,ENSG00000073150
ITCH,No,ENSG00000078747
SENP1,No,ENSG00000079387
FAM234B,No,ENSG00000084444
DEFB127,No,ENSG00000088782
ASB2,No,ENSG00000100628
ENTREP2,No,ENSG00000104059
YJU2,No,ENSG00000105248
LSR,No,ENSG00000105699
KXD1,No,ENSG00000105700
CXCL12,No,ENSG00000107562
KAZALD1,No,ENSG00000107821
PITX3,No,ENSG00000107859
CUEDC2,No,ENSG00000107874
NAT9,No,ENSG00000109065
FBXO3,No,ENSG00000110429
CNOT2,No,ENSG00000111596
PPARD,Yes,ENSG00000112033
HECA,No,ENSG00000112406
UNC50,No,ENSG00000115446
CD58,No,ENSG00000116815
SLC5A9,Yes,ENSG00000117834
VPS4B,No,ENSG00000119541
EXOSC8,No,ENSG00000120699
STIL,No,ENSG00000123473
HJURP,No,ENSG00000123485
RPS10,No,ENSG00000124614
GRIA3,Yes,ENSG00000125675
THOC2,No,ENSG00000125676
PLEKHG3,No,ENSG00000126822
IRF5,No,ENSG00000128604
RAMP2,No,ENSG00000131477
FCRLA,No,ENSG00000132185
UNK,No,ENSG00000132478
ZBED3,No,ENSG00000132846
HMGCS2,No,ENSG00000134240
UBAC2,No,ENSG00000134882
MRPL44,No,ENSG00000135900
PAPSS1,No,ENSG00000138801
GIT2,No,ENSG00000139436
C17orf80,No,ENSG00000141219
CABS1,No,ENSG00000145309
IFNK,No,ENSG00000147896
MIGA2,No,ENSG00000148343
NCAPD3,No,ENSG00000151503
RBM46,No,ENSG00000151962
RIT2,No,ENSG00000152214
PANX3,No,ENSG00000154143
GABPA,No,ENSG00000154727
CLDN8,No,ENSG00000156284
BUB1B,Yes,ENSG00000156970
DHRS1,No,ENSG00000157379
MEGF11,No,ENSG00000157890
PKD1L1,No,ENSG00000158683
CCDC117,No,ENSG00000159873
CPAMD8,No,ENSG00000160111
TAL1,No,ENSG00000162367
PBXIP1,No,ENSG00000163346
UTP15,No,ENSG00000164338
TERB2,No,ENSG00000167014
IGFBP6,Yes,ENSG00000167779
TM4SF20,No,ENSG00000168955
MECP2,No,ENSG00000169057
ZNF524,No,ENSG00000171443
PPP1CA,Yes,ENSG00000172531
PDP2,No,ENSG00000172840
TDRD12,No,ENSG00000173809
EIF1,No,ENSG00000173812
KY,No,ENSG00000174611
PRIMA1,No,ENSG00000175785
OR8H2,No,ENSG00000181767
CAMK1D,Yes,ENSG00000183049
TREX2,No,ENSG00000183479
PTP4A2,Yes,ENSG00000184007
NIPSNAP1,No,ENSG00000184117
TSSC4,No,ENSG00000184281
BCAP31,No,ENSG00000185825
TMPRSS11B,No,ENSG00000185873
ZNRF1,No,ENSG00000186187
TMEM222,No,ENSG00000186501
C9orf153,No,ENSG00000187753
NIF3L1,No,ENSG00000196290
MDM4,No,ENSG00000198625
OXLD1,No,ENSG00000204237
ADM5,No,ENSG00000224420
TMEFF1,No,ENSG00000241697
PPT2-EGFL8,No,ENSG00000258388
CCNQ,No,ENSG00000262919
ATP6V1FNB,No,ENSG00000272899
ARL2-SNX15,No,ENSG00000273003
ZNF2,No,ENSG00000275111
GSTT1,No,ENSG00000277656
RHBDD2,No,ENSG00000005486
ACACB,Yes,ENSG00000076555
NDC80,No,ENSG00000080986
SPG21,No,ENSG00000090487
FETUB,No,ENSG00000090512
CREM,No,ENSG00000095794
SUSD2,No,ENSG00000099994
DICER1,No,ENSG00000100697
FLT1,Yes,ENSG00000102755
STUB1,No,ENSG00000103266
SUSD1,No,ENSG00000106868
CILK1,Yes,ENSG00000112144
ASCC3,No,ENSG00000112249
TENT4A,No,ENSG00000112941
HGD,No,ENSG00000113924
TACR1,Yes,ENSG00000115353
COX7A2L,No,ENSG00000115944
MFAP2,No,ENSG00000117122
SPCS2,No,ENSG00000118363
ABCG2,Yes,ENSG00000118777
TNN,No,ENSG00000120332
SCPEP1,No,ENSG00000121064
NAA60,No,ENSG00000122390
HNRNPA2B1,No,ENSG00000122566
PACSIN1,No,ENSG00000124507
MGME1,No,ENSG00000125871
UQCR11,No,ENSG00000127540
TPST2,No,ENSG00000128294
RTL8C,No,ENSG00000134590
LCA5,No,ENSG00000135338
FBXL8,No,ENSG00000135722
HTR2B,Yes,ENSG00000135914
NDST4,No,ENSG00000138653
CELF6,No,ENSG00000140488
PTRH2,No,ENSG00000141378
TIMM29,No,ENSG00000142444
PLAC8,No,ENSG00000145287
SCML4,No,ENSG00000146285
DENND2A,No,ENSG00000146966
ABCA6,No,ENSG00000154262
GATAD1,No,ENSG00000157259
PKNOX1,No,ENSG00000160199
C21orf58,No,ENSG00000160298
IKZF3,No,ENSG00000161405
ADAMTS9,No,ENSG00000163638
COX6C,No,ENSG00000164919
PKNOX2,No,ENSG00000165495
OR2D2,No,ENSG00000166368
MCM7,No,ENSG00000166508
GGT6,No,ENSG00000167741
FAM234A,No,ENSG00000167930
SNUPN,No,ENSG00000169371
CRADD,No,ENSG00000169372
CMTM8,No,ENSG00000170293
KISS1,No,ENSG00000170498
HOXB9,No,ENSG00000170689
EPS8L2,No,ENSG00000177106
TALDO1,No,ENSG00000177156
DEFB124,No,ENSG00000180383
FAM83H,No,ENSG00000180921
TRIM49B,No,ENSG00000182053
LHFPL1,No,ENSG00000182508
TMEM203,No,ENSG00000187713
GMFB,No,ENSG00000197045
ZNF772,No,ENSG00000197128
CYSRT1,No,ENSG00000197191
OR6Y1,No,ENSG00000197532
HOXA4,No,ENSG00000197576
ENTPD6,No,ENSG00000197586
NMB,No,ENSG00000197696
ZNF84,No,ENSG00000198040
CDK3,Yes,ENSG00000250506
CCL23,No,ENSG00000274736
POLDIP2,No,ENSG00000004142
POMT2,No,ENSG00000009830
ADGRF5,No,ENSG00000069122
TTC39A,No,ENSG00000085831
CEP170B,No,ENSG00000099814
PRODH,No,ENSG00000100033
AHSA1,No,ENSG00000100591
PSMD7,No,ENSG00000103035
BPNT2,No,ENSG00000104331
PBX4,No,ENSG00000105717
TSPAN12,No,ENSG00000106025
C1GALT1,No,ENSG00000106392
CCL7,No,ENSG00000108688
NECTIN1,No,ENSG00000110400
HIPK3,Yes,ENSG00000110422
DDX55,No,ENSG00000111364
NCAPH,No,ENSG00000121152
TRIM6,No,ENSG00000121236
PFDN5,No,ENSG00000123349
NUP85,No,ENSG00000125450
CCNT1,Yes,ENSG00000129315
ARHGEF6,No,ENSG00000129675
CACNG6,Yes,ENSG00000130433
RHPN2,No,ENSG00000131941
ARGLU1,No,ENSG00000134884
HNF1A,No,ENSG00000135100
SMYD5,No,ENSG00000135632
SRSF1,No,ENSG00000136450
TRMO,No,ENSG00000136932
FRS3,No,ENSG00000137218
CLCA2,Yes,ENSG00000137975
MYPN,No,ENSG00000138347
HECW2,No,ENSG00000138411
ZCRB1,No,ENSG00000139168
NR1I2,Yes,ENSG00000144852
IRAK1BP1,No,ENSG00000146243
SEC16A,No,ENSG00000148396
POLR3A,No,ENSG00000148606
POU2AF2,No,ENSG00000150750
CNTNAP5,No,ENSG00000155052
GRIA1,Yes,ENSG00000155511
SLC35B2,No,ENSG00000157593
SGPP2,No,ENSG00000163082
CHCHD4,No,ENSG00000163528
NFASC,No,ENSG00000163531
TPRA1,No,ENSG00000163870
AIMP1,No,ENSG00000164022
SAP30,No,ENSG00000164105
MYOZ3,No,ENSG00000164591
TRMT10B,No,ENSG00000165275
SOHLH1,No,ENSG00000165643
OPN1MW2,Yes,ENSG00000166160
LOXHD1,No,ENSG00000167210
ONECUT1,No,ENSG00000169856
MUC3A,No,ENSG00000169894
C7orf33,No,ENSG00000170279
TMC7,No,ENSG00000170537
LDHAL6B,No,ENSG00000171989
MTBP,No,ENSG00000172167
MACROD2,No,ENSG00000172264
PHF8,Yes,ENSG00000172943
RCE1,Yes,ENSG00000173653
VWA3A,No,ENSG00000175267
OR4M1,No,ENSG00000176299
MEX3C,No,ENSG00000176624
MAGEB18,No,ENSG00000176774
OR2T33,No,ENSG00000177212
C18orf32,No,ENSG00000177576
IMP3,No,ENSG00000177971
GP5,No,ENSG00000178732
EDDM3A,No,ENSG00000181562
SNORC,No,ENSG00000182600
H2AC20,No,ENSG00000184260
SIGIRR,No,ENSG00000185187
TMLHE,No,ENSG00000185973
THBS2,No,ENSG00000186340
KRTAP24-1,No,ENSG00000188694
SFTA2,No,ENSG00000196260
TOMM20L,No,ENSG00000196860
NEK5,Yes,ENSG00000197168
MPEG1,No,ENSG00000197629
ZXDB,No,ENSG00000198455
PPP1R14C,No,ENSG00000198729
SYCP1,No,ENSG00000198765
INF2,No,ENSG00000203485
LIPJ,Yes,ENSG00000204022
HLA-DRA,No,ENSG00000204287
RGL3,No,ENSG00000205517
IGHV3-38,No,ENSG00000211958
MAP10,No,ENSG00000212916
TSGA13,No,ENSG00000213265
PPP1CB,No,ENSG00000213639
TRIM49D1,No,ENSG00000223417
CFAP57,No,ENSG00000243710
OR11H12,No,ENSG00000257115
GREP1,No,ENSG00000262152
SMIM22,No,ENSG00000267795
TRABD2B,No,ENSG00000269113
CCL4,No,ENSG00000275302
F8A3,No,ENSG00000277150
FAM90A9,No,ENSG00000285607
PDCD6-AHRR,No,ENSG00000288622
ACSM3,No,ENSG00000005187
NCDN,No,ENSG00000020129
PHLPP2,No,ENSG00000040199
ZIC2,No,ENSG00000043355
TTC17,No,ENSG00000052841
CNN2,No,ENSG00000064666
NFYC,No,ENSG00000066136
NOTCH3,No,ENSG00000074181
MYDGF,No,ENSG00000074842
RASAL2,No,ENSG00000075391
SLC25A3,No,ENSG00000075415
RBFOX1,No,ENSG00000078328
DCT,Yes,ENSG00000080166
NOP14,No,ENSG00000087269
SUCO,No,ENSG00000094975
CCDC134,No,ENSG00000100147
GTPBP1,No,ENSG00000100226
TAB1,Yes,ENSG00000100324
BRS3,Yes,ENSG00000102239
ACOD1,No,ENSG00000102794
SMPD3,No,ENSG00000103056
NME4,No,ENSG00000103202
NOMO3,No,ENSG00000103226
PPP2CB,No,ENSG00000104695
DKKL1,No,ENSG00000104901
TJP3,No,ENSG00000105289
LHPP,No,ENSG00000107902
ZMIZ1,No,ENSG00000108175
RANGRF,No,ENSG00000108961
PCDHB5,No,ENSG00000113209
C9,No,ENSG00000113600
POMC,No,ENSG00000115138
MRPL19,No,ENSG00000115364
RIMS3,No,ENSG00000117016
PSPC1,No,ENSG00000121390
CLTA,No,ENSG00000122705
FOXA1,No,ENSG00000129514
SEC14L1,No,ENSG00000129657
LRRC9,No,ENSG00000131951
STOML3,No,ENSG00000133115
PNPT1,No,ENSG00000138035
PARP9,No,ENSG00000138496
MNS1,No,ENSG00000138587
SORD,Yes,ENSG00000140263
TPM1,No,ENSG00000140416
RAB40B,No,ENSG00000141542
FBN3,No,ENSG00000142449
CEP170,No,ENSG00000143702
REG3G,No,ENSG00000143954
METTL14,No,ENSG00000145388
FAU,No,ENSG00000149806
VTI1A,No,ENSG00000151532
HOMER1,No,ENSG00000152413
CMIP,No,ENSG00000153815
EME1,No,ENSG00000154920
NPM2,No,ENSG00000158806
SNF8,No,ENSG00000159210
SH2B2,No,ENSG00000160999
CYB561A3,No,ENSG00000162144
BSN,No,ENSG00000164061
SLC39A13,No,ENSG00000165915
CYP2S1,Yes,ENSG00000167600
S100G,No,ENSG00000169906
KBTBD2,Yes,ENSG00000170852
OPRPN,No,ENSG00000171199
ZBTB26,No,ENSG00000171448
BPTF,No,ENSG00000171634
GPR22,Yes,ENSG00000172209
C2CD2L,No,ENSG00000172375
KLHL15,Yes,ENSG00000174010
SHMT1,No,ENSG00000176974
SYNM,No,ENSG00000182253
NUTM1,No,ENSG00000184507
CLCNKB,Yes,ENSG00000184908
MORN5,No,ENSG00000185681
THNSL1,No,ENSG00000185875
CMC1,No,ENSG00000187118
ZNF383,No,ENSG00000188283
ZNF563,No,ENSG00000188868
SPANXN4,No,ENSG00000189326
CHRNG,Yes,ENSG00000196811
AP2A1,No,ENSG00000196961
HMGN5,No,ENSG00000198157
CEP290,No,ENSG00000198707
ATG9A,No,ENSG00000198925
OR2A2,No,ENSG00000221989
SUPT20HL2,No,ENSG00000223611
ENSG00000226690,No,ENSG00000226690
AKAIN1,No,ENSG00000231824
SHISA8,No,ENSG00000234965
LRRD1,No,ENSG00000240720
TMEM225B,No,ENSG00000244219
LINC00672,No,ENSG00000263874
TRBV17,No,ENSG00000277880
SLC22A16,Yes,ENSG00000004809
MATK,Yes,ENSG00000007264
LTF,No,ENSG00000012223
ALOX5,Yes,ENSG00000012779
JKAMP,No,ENSG00000050130
PCDHB4,No,ENSG00000081818
PPEF1,No,ENSG00000086717
TMPRSS11E,No,ENSG00000087128
PRTFDC1,No,ENSG00000099256
CRYBB1,No,ENSG00000100122
MANBAL,No,ENSG00000101363
VGLL1,No,ENSG00000102243
ESRP2,No,ENSG00000103067
CA2,Yes,ENSG00000104267
GCDH,No,ENSG00000105607
H2AZ2,No,ENSG00000105968
TBC1D13,No,ENSG00000107021
PITRM1,No,ENSG00000107959
KMT5B,No,ENSG00000110066
ING4,No,ENSG00000111653
IL17F,No,ENSG00000112116
ZNF451,No,ENSG00000112200
EXOC2,No,ENSG00000112685
DAP,No,ENSG00000112977
GABRG2,Yes,ENSG00000113327
SUB1,No,ENSG00000113387
EFCC1,No,ENSG00000114654
MECR,No,ENSG00000116353
GALNT12,No,ENSG00000119514
IDE,Yes,ENSG00000119912
GJB6,No,ENSG00000121742
STX16,No,ENSG00000124222
ATP8A1,No,ENSG00000124406
UPF3B,No,ENSG00000125351
FOXJ1,No,ENSG00000129654
RBSN,No,ENSG00000131381
AMPD3,Yes,ENSG00000133805
NAA35,No,ENSG00000135040
ZNG1B,No,ENSG00000136682
SLCO2B1,Yes,ENSG00000137491
ARHGAP29,No,ENSG00000137962
ISG20L2,No,ENSG00000143319
MRPS5,No,ENSG00000144029
MARCHF4,No,ENSG00000144583
RPL32,No,ENSG00000144713
SLC26A7,No,ENSG00000147606
FUOM,No,ENSG00000148803
TLCD3B,No,ENSG00000149926
ZFP36L2,No,ENSG00000152518
SETD9,No,ENSG00000155542
FZD7,No,ENSG00000155760
GAREM2,No,ENSG00000157833
NBL1,No,ENSG00000158747
TCHH,No,ENSG00000159450
CFAP410,No,ENSG00000160226
SLX9,No,ENSG00000160256
SPATC1L,No,ENSG00000160284
TASOR,No,ENSG00000163946
PGAP4,No,ENSG00000165152
OR1F1,No,ENSG00000168124
CHRM1,Yes,ENSG00000168539
GRIK1,Yes,ENSG00000171189
MCC,No,ENSG00000171444
ANGPTL7,No,ENSG00000171819
FGGY,No,ENSG00000172456
SAA1,No,ENSG00000173432
UBXN2A,No,ENSG00000173960
SLC16A13,No,ENSG00000174327
ANAPC2,No,ENSG00000176248
PDXDC1,No,ENSG00000179889
MAP3K15,Yes,ENSG00000180815
RGS6,No,ENSG00000182732
JRKL,No,ENSG00000183340
BMP8A,No,ENSG00000183682
ZNF730,No,ENSG00000183850
ZDHHC23,No,ENSG00000184307
METTL7A,No,ENSG00000185432
CYP27C1,No,ENSG00000186684
ZDHHC17,No,ENSG00000186908
C19orf67,No,ENSG00000188032
AGRN,No,ENSG00000188157
PAQR9,No,ENSG00000188582
ALKBH2,No,ENSG00000189046
FLNA,No,ENSG00000196924
ZGPAT,No,ENSG00000197114
SYNGAP1,No,ENSG00000197283
TRIM33,No,ENSG00000197323
LORICRIN,No,ENSG00000203782
TBC1D8,No,ENSG00000204634
DEFB136,No,ENSG00000205884
TRAJ52,No,ENSG00000211838
KRTAP2-3,No,ENSG00000212724
SUPT4H1,No,ENSG00000213246
RD3L,No,ENSG00000227729
UQCRHL,No,ENSG00000233954
SYS1-DBNDD2,No,ENSG00000254806
ZNF350,No,ENSG00000256683
FNTB,Yes,ENSG00000257365
TMEM238L,No,ENSG00000263429
TYW1B,No,ENSG00000277149
PSMB3,Yes,ENSG00000277791
DVL2,No,ENSG00000004975
CRY1,No,ENSG00000008405
CSDE1,No,ENSG00000009307
PLAUR,Yes,ENSG00000011422
BAK1,No,ENSG00000030110
ABCF2,No,ENSG00000033050
RFC1,No,ENSG00000035928
SPAG4,No,ENSG00000061656
PFKP,No,ENSG00000067057
GBA2,Yes,ENSG00000070610
CHFR,No,ENSG00000072609
FDFT1,Yes,ENSG00000079459
TGFB2,No,ENSG00000092969
TECR,No,ENSG00000099797
KIAA0586,No,ENSG00000100578
SQLE,Yes,ENSG00000104549
FKBP14,Yes,ENSG00000106080
CLIP2,No,ENSG00000106665
NEIL3,No,ENSG00000109674
CEP164,No,ENSG00000110274
KCTD10,No,ENSG00000110906
MRPL51,No,ENSG00000111639
CAP2,No,ENSG00000112186
GTF3C2,No,ENSG00000115207
DHDDS,No,ENSG00000117682
ALDH6A1,Yes,ENSG00000119711
HOXB8,No,ENSG00000120068
PLBD1,No,ENSG00000121316
CCDC91,No,ENSG00000123106
TRAF2,No,ENSG00000127191
RNF112,No,ENSG00000128482
MTRES1,No,ENSG00000130349
SLC34A1,No,ENSG00000131183
TRIM21,No,ENSG00000132109
NUMB,No,ENSG00000133961
FST,No,ENSG00000134363
SOX5,No,ENSG00000134532
ZC3H10,No,ENSG00000135482
ST8SIA2,No,ENSG00000140557
NR1I3,Yes,ENSG00000143257
MRPL24,No,ENSG00000143314
SNAPIN,No,ENSG00000143553
AQP10,No,ENSG00000143595
CD96,No,ENSG00000153283
CCDC17,No,ENSG00000159588
TAMALIN,No,ENSG00000161835
PROK2,No,ENSG00000163421
LRPAP1,No,ENSG00000163956
SAP30L,No,ENSG00000164576
ADAMTS15,No,ENSG00000166106
CCNDBP1,No,ENSG00000166946
BMI1,No,ENSG00000168283
TRAPPC1,No,ENSG00000170043
ZNF778,No,ENSG00000170100
MAP6,No,ENSG00000171533
CDY1,No,ENSG00000172288
IHO1,No,ENSG00000173421
HAP1,No,ENSG00000173805
RAB1B,No,ENSG00000174903
JAKMIP2,No,ENSG00000176049
VCX2,No,ENSG00000177504
PSAPL1,No,ENSG00000178597
MTURN,No,ENSG00000180354
GOLGA8G,No,ENSG00000183629
SMIM10,No,ENSG00000184785
ADSS1,No,ENSG00000185100
LMNTD2,No,ENSG00000185522
C3orf62,No,ENSG00000188315
CC2D2B,No,ENSG00000188649
MTF1,No,ENSG00000188786
MIB2,No,ENSG00000197530
TRAJ32,No,ENSG00000211857
CHUK,Yes,ENSG00000213341
ERV3-1,No,ENSG00000213462
TTLL3,No,ENSG00000214021
C4orf51,No,ENSG00000237136
STRIT1,No,ENSG00000240045
IGKV3-11,No,ENSG00000241351
PCDHGC4,No,ENSG00000242419
ASPRV1,No,ENSG00000244617
PRKDC,Yes,ENSG00000253729
TAS2R38,No,ENSG00000257138
MAP1LC3B2,No,ENSG00000258102
DOC2B,No,ENSG00000272636
TMEM269,No,ENSG00000274386
MAD1L1,No,ENSG00000002822
CACNA1G,Yes,ENSG00000006283
SAMD4A,No,ENSG00000020577
STAU2,No,ENSG00000040341
GUCA2B,No,ENSG00000044012
FAM168A,No,ENSG00000054965
COL17A1,No,ENSG00000065618
GPKOW,No,ENSG00000068394
SMARCE1,No,ENSG00000073584
GTF3C1,No,ENSG00000077235
GNAS,No,ENSG00000087460
NECAP1,No,ENSG00000089818
MRPS33,No,ENSG00000090263
IL5RA,No,ENSG00000091181
NUP50,No,ENSG00000093000
HNRNPH3,No,ENSG00000096746
KIAA0930,No,ENSG00000100364
RBX1,No,ENSG00000100387
SLC10A1,Yes,ENSG00000100652
HNF4A,Yes,ENSG00000101076
DNAJC5,No,ENSG00000101152
PAK5,Yes,ENSG00000101349
HOXA5,No,ENSG00000106004
TMEM248,No,ENSG00000106609
SEC23IP,No,ENSG00000107651
CPZ,No,ENSG00000109625
DNAJC4,No,ENSG00000110011
SH2B3,No,ENSG00000111252
TRIM23,No,ENSG00000113595
TRAK2,No,ENSG00000115993
RPE65,No,ENSG00000116745
SYF2,No,ENSG00000117614
UTP20,No,ENSG00000120800
GTDC1,No,ENSG00000121964
PAIP2B,No,ENSG00000124374
EMC6,No,ENSG00000127774
ATF4,No,ENSG00000128272
PRKCSH,No,ENSG00000130175
XPO7,No,ENSG00000130227
KIF1A,No,ENSG00000130294
DHX30,No,ENSG00000132153
ALDH3B2,No,ENSG00000132746
NGF,Yes,ENSG00000134259
IGFBPL1,No,ENSG00000137142
TJAP1,No,ENSG00000137221
LRRC32,No,ENSG00000137507
MRPL15,No,ENSG00000137547
SEMA6D,No,ENSG00000137872
RDH12,No,ENSG00000139988
GALNS,No,ENSG00000141012
HUNK,Yes,ENSG00000142149
ADAMTS10,No,ENSG00000142303
GLYAT,No,ENSG00000149124
MTA2,No,ENSG00000149480
CCDC122,No,ENSG00000151773
TMEM132D,No,ENSG00000151952
DCLRE1C,No,ENSG00000152457
FEZF2,No,ENSG00000153266
ALX3,No,ENSG00000156150
EXOG,No,ENSG00000157036
SUSD3,No,ENSG00000157303
AQP5,No,ENSG00000161798
DNAJB4,No,ENSG00000162616
ANKRD23,No,ENSG00000163126
NUDT2,No,ENSG00000164978
NFIL3,No,ENSG00000165030
C8orf34,No,ENSG00000165084
ZCCHC24,No,ENSG00000165424
PROCA1,No,ENSG00000167525
LENG8,No,ENSG00000167615
KLK7,No,ENSG00000169035
ASMTL,No,ENSG00000169093
XPO6,No,ENSG00000169180
LMAN2,No,ENSG00000169223
SERPINB9,No,ENSG00000170542
MOS,Yes,ENSG00000172680
SNCG,No,ENSG00000173267
OR1L1,No,ENSG00000173679
SNAPC5,No,ENSG00000174446
ODAPH,No,ENSG00000174792
CALCB,No,ENSG00000175868
LY6H,No,ENSG00000176956
PGBD5,No,ENSG00000177614
KBTBD3,No,ENSG00000182359
GJC1,No,ENSG00000182963
OR52L1,No,ENSG00000183313
BLOC1S4,No,ENSG00000186222
HES4,No,ENSG00000188290
IDO2,No,ENSG00000188676
CFAP126,No,ENSG00000188931
PLAC9,No,ENSG00000189129
KRTAP10-12,No,ENSG00000189169
SLC6A17,Yes,ENSG00000197106
PRB3,No,ENSG00000197870
MYL4,No,ENSG00000198336
SPRED2,No,ENSG00000198369
EFCAB7,No,ENSG00000203965
LIPN,Yes,ENSG00000204020
LRIT2,Yes,ENSG00000204033
IGLV1-51,No,ENSG00000211644
DENND1B,No,ENSG00000213047
SFT2D2,No,ENSG00000213064
PRRT4,No,ENSG00000224940
RPS27AP5,No,ENSG00000231767
TEX50,No,ENSG00000232113
LYRM9,No,ENSG00000232859
C1orf226,No,ENSG00000239887
ISY1,No,ENSG00000240682
CYP2A6,Yes,ENSG00000255974
BOLA2-SMG1P6,No,ENSG00000261740
FAM72C,No,ENSG00000263513
LYPD4,No,ENSG00000273111
PNMA8C,No,ENSG00000277531
ENSG00000277639,No,ENSG00000277639
MTMR11,No,ENSG00000014914
KITLG,No,ENSG00000049130
DYNC1I2,No,ENSG00000077380
IRAK3,Yes,ENSG00000090376
NAT14,No,ENSG00000090971
EXOC1,No,ENSG00000090989
PDGFB,No,ENSG00000100311
NCF4,No,ENSG00000100365
WFDC2,No,ENSG00000101443
ATG4A,No,ENSG00000101844
OPN1LW,Yes,ENSG00000102076
CPPED1,No,ENSG00000103381
LAPTM4B,No,ENSG00000104341
SLC5A5,No,ENSG00000105641
MAPK10,Yes,ENSG00000109339
SAYSD1,No,ENSG00000112167
ITK,Yes,ENSG00000113263
CAPZA1,No,ENSG00000116489
PLEKHM2,No,ENSG00000116786
DAW1,No,ENSG00000123977
SCGB2A1,No,ENSG00000124939
PIWIL1,No,ENSG00000125207
F10,Yes,ENSG00000126218
SSX1,No,ENSG00000126752
OR7C1,No,ENSG00000127530
ARHGAP22,No,ENSG00000128805
TTBK2,Yes,ENSG00000128881
LBP,No,ENSG00000129988
CA6,Yes,ENSG00000131686
LRRCC1,No,ENSG00000133739
ABI2,No,ENSG00000138443
MTTP,Yes,ENSG00000138823
MAN2C1,No,ENSG00000140400
GRIP2,No,ENSG00000144596
RPS3A,No,ENSG00000145425
TMC2,No,ENSG00000149488
C20orf144,No,ENSG00000149609
CDC42EP2,No,ENSG00000149798
PPP1R1C,No,ENSG00000150722
CCT5,No,ENSG00000150753
ART3,No,ENSG00000156219
ST3GAL2,No,ENSG00000157350
DEDD2,No,ENSG00000160570
RACGAP1,No,ENSG00000161800
SPC24,No,ENSG00000161888
FABP1,Yes,ENSG00000163586
CCDC51,No,ENSG00000164051
COG5,No,ENSG00000164597
STOML2,No,ENSG00000165283
SLC22A11,Yes,ENSG00000168065
SMIM4,No,ENSG00000168273
CDC40,No,ENSG00000168438
FNTA,Yes,ENSG00000168522
CPLX1,No,ENSG00000168993
PXDC1,No,ENSG00000168994
PTPN9,No,ENSG00000169410
RPS21,No,ENSG00000171858
SYNPO,No,ENSG00000171992
USP19,No,ENSG00000172046
VEGFB,No,ENSG00000173511
AQP11,No,ENSG00000178301
EXOC3L1,No,ENSG00000179044
LRRC3B,No,ENSG00000179796
KCNJ14,Yes,ENSG00000182324
NGRN,No,ENSG00000182768
RALYL,No,ENSG00000184672
ROBO2,No,ENSG00000185008
TLCD2,No,ENSG00000185561
SECISBP2,No,ENSG00000187742
SOWAHD,No,ENSG00000187808
ADAT2,No,ENSG00000189007
MYO18A,No,ENSG00000196535
HDAC2,Yes,ENSG00000196591
S100A2,No,ENSG00000196754
SRGAP1,No,ENSG00000196935
MAFG,No,ENSG00000197063
MAK16,No,ENSG00000198042
