,Protein,ENSG,UniProt,Source,Score,disease_id
217,RPS5,ENSG00000083845,P46782,uniprot_swissprot,0.37013422446672883,MONDO_0100096
218,STT3A,ENSG00000134910,P46977,uniprot_swissprot,0.37013422446672883,MONDO_0100096
219,FUT8,ENSG00000033170,Q9BYC5,uniprot_swissprot,0.36994943453938645,MONDO_0100096
220,RPS26,ENSG00000197728,P62854,uniprot_swissprot,0.36994943453938645,MONDO_0100096
221,MOGS,ENSG00000115275,Q13724,uniprot_swissprot,0.36994943453938645,MONDO_0100096
222,YWHAB,ENSG00000166913,P31946,uniprot_swissprot,0.36994943453938645,MONDO_0100096
223,ZCRB1,ENSG00000139168,Q8TBF4,uniprot_swissprot,0.36994943453938645,MONDO_0100096
224,NUP98,ENSG00000110713,P52948,uniprot_swissprot,0.36994943453938645,MONDO_0100096
225,VPS45,ENSG00000136631,Q9NRW7,uniprot_swissprot,0.36994943453938645,MONDO_0100096
226,KIT,ENSG00000157404,P10721,uniprot_swissprot,0.3697355867858953,MONDO_0100096
227,ANO5,ENSG00000171714,Q75V66,uniprot_swissprot,0.3695798546847018,MONDO_0100096
228,RPS4X,ENSG00000198034,P62701,uniprot_swissprot,0.3695798546847018,MONDO_0100096
229,ANO10,ENSG00000160746,Q9NW15,uniprot_swissprot,0.3695798546847018,MONDO_0100096
230,AAAS,ENSG00000094914,Q9NRG9,uniprot_swissprot,0.3695798546847018,MONDO_0100096
231,NUP133,ENSG00000069248,Q8WUM0,uniprot_swissprot,0.3695798546847018,MONDO_0100096
232,ANO2,ENSG00000047617,Q9NQ90,uniprot_swissprot,0.3695798546847018,MONDO_0100096
233,YWHAE,ENSG00000108953,P62258,uniprot_swissprot,0.3695798546847018,MONDO_0100096
234,NUP43,ENSG00000120253,Q8NFH3,uniprot_swissprot,0.3695798546847018,MONDO_0100096
235,NUP62,ENSG00000213024,P37198,uniprot_swissprot,0.3695798546847018,MONDO_0100096
236,VPS33A,ENSG00000139719,Q96AX1,uniprot_swissprot,0.3695798546847018,MONDO_0100096
